Date,Price,Open,High,Low,Vol.,Change %
05/27/2025,108938.2,109434.8,110718.0,107560.8,21.28K,-0.47%
05/26/2025,109452.0,109004.2,110380.2,108687.5,14.65K,0.39%
05/25/2025,109022.1,107761.9,109300.0,106640.5,17.71K,1.17%
05/24/2025,107761.9,107298.3,109482.2,106891.3,16.79K,0.42%
05/23/2025,107314.5,111706.0,111777.0,106848.0,31.73K,-3.92%
05/22/2025,111696.2,109669.4,111954.5,109260.0,31.63K,1.90%
05/21/2025,109615.9,106838.2,110613.9,106103.6,45.53K,2.61%
05/20/2025,106827.1,105582.3,107320.0,104200.0,23.70K,1.18%
05/19/2025,105580.0,106498.3,107073.9,102096.2,30.26K,-0.86%
05/18/2025,106498.3,103126.6,106584.2,103111.7,21.60K,3.29%
05/17/2025,103107.7,103448.1,103709.9,102613.0,11.25K,-0.35%
05/16/2025,103474.1,103768.0,104542.0,103109.5,15.68K,-0.28%
05/15/2025,103763.7,103492.1,104190.4,101426.7,18.00K,0.25%
05/14/2025,103507.8,104061.2,104300.3,102631.6,16.47K,-0.57%
05/13/2025,104103.7,102788.9,104954.9,101510.0,21.25K,1.28%
05/12/2025,102791.3,104127.1,105765.6,100742.1,31.27K,-1.27%
05/11/2025,104118.0,104832.0,104933.0,103345.1,17.99K,-0.65%
05/10/2025,104800.0,102985.3,104984.6,102833.5,15.32K,1.78%
05/09/2025,102972.0,103219.6,104300.0,102345.0,27.62K,-0.30%
05/08/2025,103283.3,97054.4,103832.0,96891.3,34.96K,6.44%
05/07/2025,97030.5,96892.9,97663.8,95794.6,16.65K,0.22%
05/06/2025,96819.7,94745.3,96894.7,93400.0,16.12K,2.20%
05/05/2025,94733.7,94217.0,95199.0,93516.9,17.25K,0.48%
05/04/2025,94277.6,95837.1,96293.6,94162.0,11.04K,-1.66%
05/03/2025,95873.2,96873.0,96908.8,95758.0,9.72K,-1.05%
05/02/2025,96887.1,96515.9,97879.2,96350.1,14.91K,0.41%
05/01/2025,96492.5,94130.4,97367.3,94130.4,21.38K,2.46%
04/30/2025,94172.0,94221.8,95220.0,92958.0,17.66K,-0.10%
04/29/2025,94267.2,95011.2,95447.9,93742.5,16.95K,-0.75%
04/28/2025,94978.0,93749.3,95570.4,92804.1,22.16K,1.32%
04/27/2025,93739.1,94638.0,95340.0,93639.1,11.16K,-0.94%
04/26/2025,94628.0,94652.2,95199.0,93870.7,9.42K,-0.01%
04/25/2025,94633.0,93960.0,95690.5,92856.0,27.50K,0.69%
04/24/2025,93980.5,93691.1,94000.0,91660.3,19.50K,0.30%
04/23/2025,93695.1,93554.2,94469.6,91979.1,27.41K,0.27%
04/22/2025,93443.0,87548.8,93853.9,87084.1,43.87K,6.77%
04/21/2025,87516.2,85230.0,88445.3,85154.7,31.77K,2.74%
04/20/2025,85179.3,85077.0,85320.8,83984.6,8.09K,0.12%
04/19/2025,85076.6,84474.7,85613.6,84370.8,9.67K,0.71%
04/18/2025,84474.7,84950.0,85109.3,84334.8,6.53K,-0.56%
04/17/2025,84947.9,84023.2,85470.0,83811.4,13.73K,1.09%
04/16/2025,84030.4,83620.5,85500.0,83111.6,20.87K,0.46%
04/15/2025,83644.0,84625.3,86446.3,83600.8,20.91K,-1.12%
04/14/2025,84591.6,83768.0,85800.0,83704.0,28.66K,0.99%
04/13/2025,83760.0,85315.1,86000.0,83050.0,24.68K,-1.78%
04/12/2025,85277.5,83468.0,85898.0,82799.9,18.47K,2.22%
04/11/2025,83423.8,79592.0,84283.0,79006.0,34.44K,4.79%
04/10/2025,79609.7,82652.2,82742.3,78508.4,33.29K,-3.64%
04/09/2025,82615.2,76363.2,83572.6,74662.0,75.49K,8.25%
04/08/2025,76322.4,79133.9,80854.0,76248.6,35.32K,-3.58%
04/07/2025,79157.6,78388.0,81212.0,74518.0,78.39K,0.94%
04/06/2025,78420.0,83599.5,83740.7,77180.0,27.95K,-6.12%
04/05/2025,83532.6,83880.0,84257.6,82385.8,9.36K,-0.43%
04/04/2025,83889.9,83196.7,84699.7,81669.2,32.92K,0.86%
04/03/2025,83172.3,82491.3,83932.0,81314.6,27.34K,0.78%
04/02/2025,82526.9,85165.3,88440.0,82357.7,39.93K,-3.08%
04/01/2025,85152.5,82497.8,85551.9,82432.7,20.19K,3.15%
03/31/2025,82550.0,82415.0,83900.6,81300.0,20.57K,0.22%
03/30/2025,82369.4,82621.7,83534.6,81578.0,9.86K,-0.34%
03/29/2025,82648.5,84424.4,84611.4,81662.0,11.70K,-2.10%
03/28/2025,84424.4,87240.0,87515.7,83606.6,27.18K,-3.22%
03/27/2025,87232.0,86918.8,87747.8,85831.9,17.10K,0.37%
03/26/2025,86909.2,87486.2,88275.0,85860.3,18.41K,-0.55%
03/25/2025,87392.9,87450.9,88516.0,86329.0,22.64K,-0.10%
03/24/2025,87480.8,86083.9,88758.0,85535.5,30.12K,1.64%
03/23/2025,86068.2,83809.8,86088.0,83809.8,8.46K,2.66%
03/22/2025,83840.6,84088.8,84539.2,83678.6,5.42K,-0.29%
03/21/2025,84080.4,84223.4,84835.0,83199.1,11.95K,-0.17%
03/20/2025,84223.4,86848.1,87452.8,83661.9,22.09K,-3.00%
03/19/2025,86828.9,82715.0,87000.0,82547.2,28.15K,4.97%
03/18/2025,82715.0,84021.7,84021.7,81160.7,17.61K,-1.54%
03/17/2025,84010.0,82590.9,84727.1,82473.4,17.22K,1.73%
03/16/2025,82581.9,84364.1,85039.5,82007.1,17.60K,-2.08%
03/15/2025,84338.4,84024.1,84676.3,83636.4,11.33K,0.43%
03/14/2025,83975.9,81097.0,85286.8,80833.3,26.86K,3.53%
03/13/2025,81113.4,83695.4,84319.0,79950.6,27.55K,-3.05%
03/12/2025,83669.4,82933.0,84391.4,80636.9,31.93K,0.90%
03/11/2025,82924.1,78641.5,83593.6,76681.6,48.79K,5.50%
03/10/2025,78600.0,80688.7,83989.1,77482.0,47.63K,-2.61%
03/09/2025,80703.9,86188.0,86489.2,80035.1,26.11K,-6.40%
03/08/2025,86222.5,86794.4,86897.2,85240.0,12.99K,-0.17%
03/07/2025,86368.1,89939.0,91085.7,84980.8,58.05K,-3.96%
03/06/2025,89931.9,90559.5,92804.4,87854.3,34.34K,-0.74%
03/05/2025,90606.0,87262.9,90948.5,86429.9,38.26K,3.81%
03/04/2025,87282.0,86169.8,88900.9,81554.7,55.61K,1.23%
03/03/2025,86224.8,94266.4,94405.9,85140.0,59.17K,-8.53%
03/02/2025,94265.5,86030.1,94954.0,85065.5,54.89K,9.53%
03/01/2025,86064.5,84364.0,86546.7,83842.6,25.79K,2.03%
02/28/2025,84349.9,84735.8,85075.1,78296.8,83.65K,-0.42%
02/27/2025,84708.6,84327.8,87046.6,82725.6,42.51K,0.54%
02/26/2025,84250.1,88641.9,89390.7,82322.0,56.89K,-5.00%
02/25/2025,88680.4,91517.6,92515.1,86126.8,78.33K,-3.00%
02/24/2025,91425.6,96283.6,96499.0,91403.7,31.52K,-5.02%
02/23/2025,96254.0,96522.0,96650.0,95256.0,10.88K,-0.31%
02/22/2025,96551.0,96157.9,96918.4,95801.7,11.31K,0.43%
02/21/2025,96133.4,98391.5,99475.0,94918.5,32.25K,-2.21%
02/20/2025,98305.0,96600.0,98710.2,96437.4,17.06K,1.72%
02/19/2025,96644.4,95671.7,96848.8,95047.7,16.63K,1.07%
02/18/2025,95622.6,95837.7,96586.2,93391.9,23.15K,-0.16%
02/17/2025,95780.0,96050.0,96970.1,95229.2,16.49K,-0.38%
02/16/2025,96150.1,97569.7,97704.5,96073.5,8.19K,-1.45%
02/15/2025,97569.7,97449.3,97972.3,97251.7,7.35K,0.06%
02/14/2025,97510.2,96689.4,98813.5,96288.7,18.18K,0.94%
02/13/2025,96597.7,97791.0,98063.1,95279.1,19.92K,-1.30%
02/12/2025,97872.7,95778.2,98100.0,94110.8,29.15K,2.21%
02/11/2025,95760.0,97467.1,98477.0,94900.0,18.65K,-1.71%
02/10/2025,97430.8,96512.9,98312.6,95270.6,20.57K,1.01%
02/09/2025,96460.4,96476.5,97278.1,94743.4,14.12K,0.02%
02/08/2025,96438.7,96409.7,96847.8,95714.7,10.15K,-0.07%
02/07/2025,96506.8,96556.0,100116.1,95687.0,31.80K,-0.06%
02/06/2025,96567.5,96618.8,99108.3,95732.0,23.51K,-0.02%
02/05/2025,96591.5,97739.1,99012.4,96161.3,26.24K,-1.23%
02/04/2025,97796.6,101468.8,101660.0,96176.0,40.27K,-3.46%
02/03/2025,101300.4,97651.0,102304.0,91717.5,75.16K,3.71%
02/02/2025,97680.0,100610.3,101456.6,96295.1,34.62K,-2.98%
02/01/2025,100679.7,102384.4,102780.3,100299.0,12.28K,-1.71%
01/31/2025,102427.7,104740.0,105834.0,101582.6,21.98K,-2.19%
01/30/2025,104723.0,103734.5,106408.7,103334.2,19.37K,0.98%
01/29/2025,103708.5,101432.5,104728.0,101376.0,23.16K,2.31%
01/28/2025,101370.0,102082.8,103564.0,100297.0,22.02K,-0.70%
01/27/2025,102083.5,102537.2,103236.0,98010.0,50.77K,-0.54%
01/26/2025,102641.4,104777.6,105474.0,102547.8,9.81K,-2.01%
01/25/2025,104746.9,104738.7,105270.1,104146.0,9.07K,-0.10%
01/24/2025,104855.3,103870.2,107064.9,102776.0,23.62K,0.93%
01/23/2025,103886.2,103662.0,106784.7,101282.8,53.95K,0.20%
01/22/2025,103684.0,106141.8,106272.2,103349.0,22.25K,-2.32%
01/21/2025,106143.8,102374.8,107191.2,100207.5,45.94K,3.87%
01/20/2025,102186.0,101052.6,109304.4,99728.3,89.55K,0.83%
01/19/2025,101346.0,104501.9,106353.2,99916.0,43.37K,-3.07%
01/18/2025,104556.2,104100.0,104960.0,102325.4,24.31K,0.46%
01/17/2025,104078.0,99987.3,105827.3,99957.1,39.16K,4.05%
01/16/2025,100028.4,100544.0,100851.9,97434.3,27.83K,-0.47%
01/15/2025,100497.4,96571.2,100640.0,96514.0,30.51K,4.10%
01/14/2025,96537.0,94544.0,97360.8,94369.2,27.86K,2.11%
01/13/2025,94540.4,94587.4,95918.5,89699.9,42.61K,0.00%
01/12/2025,94545.0,94624.0,95407.4,93739.3,8.61K,-0.06%
01/11/2025,94600.0,94705.7,95000.0,93849.3,7.05K,-0.13%
01/10/2025,94726.1,92543.2,95747.8,92389.6,31.50K,2.38%
01/09/2025,92520.0,94990.0,95340.1,91247.5,34.53K,-2.68%
01/08/2025,95068.1,96888.0,97268.5,92767.0,33.71K,-1.92%
01/07/2025,96933.7,102240.0,102666.7,96200.0,32.06K,-5.19%
01/06/2025,102239.6,98384.9,102466.5,97953.3,25.26K,3.98%
01/05/2025,98322.7,98256.3,98830.5,97323.0,8.10K,0.10%
01/04/2025,98220.5,98263.4,98748.2,97568.6,8.99K,0.05%
01/03/2025,98174.2,97003.9,98969.5,96105.0,15.25K,1.23%
01/02/2025,96984.8,94593.8,97823.9,94421.4,21.98K,2.51%
01/01/2025,94605.5,93548.2,95140.7,92952.9,10.37K,1.06%
12/31/2024,93610.9,92816.0,96201.4,92072.7,19.61K,0.87%
12/30/2024,92804.3,93700.0,94948.7,91560.2,27.62K,-0.98%
12/29/2024,93723.2,95333.0,95333.0,93059.8,13.58K,-1.65%
12/28/2024,95300.0,94277.8,95707.4,94150.4,8.39K,1.06%
12/27/2024,94299.0,95751.0,97257.5,93520.0,26.50K,-1.58%
12/26/2024,95808.5,99493.5,99912.8,95205.3,21.20K,-3.59%
12/25/2024,99372.7,98673.3,99511.4,97663.8,14.47K,0.69%
12/24/2024,98686.9,94866.1,99428.0,93592.6,23.68K,4.05%
12/23/2024,94841.6,95178.8,96523.7,92569.0,32.81K,-0.39%
12/22/2024,95210.3,97284.0,97448.1,94294.1,19.35K,-2.11%
12/21/2024,97267.5,97786.5,99529.4,96485.0,23.51K,-0.54%
12/20/2024,97796.0,97517.6,98174.8,92335.9,62.87K,0.32%
12/19/2024,97488.0,100220.0,102780.0,95700.3,55.16K,-2.76%
12/18/2024,100260.0,106138.2,106460.0,100083.0,50.29K,-5.56%
12/17/2024,106162.0,106083.4,108186.3,105331.3,29.07K,0.11%
12/16/2024,106043.3,104600.0,107764.7,103425.2,41.29K,1.53%
12/15/2024,104450.0,101394.9,105038.6,101238.7,22.23K,2.99%
12/14/2024,101416.0,101448.0,102638.8,100680.1,14.20K,-0.01%
12/13/2024,101424.3,100001.6,101868.0,99211.3,21.90K,1.41%
12/12/2024,100016.0,101141.5,102475.0,99336.0,29.23K,-1.09%
12/11/2024,101120.0,96615.7,101884.0,95678.0,37.76K,4.69%
12/10/2024,96591.7,97276.5,98252.0,94350.0,51.72K,-0.83%
12/09/2024,97404.8,101144.0,101144.0,94836.4,53.93K,-3.67%
12/08/2024,101112.0,99869.9,101292.5,98666.6,14.61K,1.28%
12/07/2024,99832.0,99811.3,100428.0,99000.0,14.94K,0.09%
12/06/2024,99740.9,96988.0,101885.4,96420.0,45.05K,2.88%
12/05/2024,96945.6,98610.0,103896.0,92408.0,109.93K,-1.67%
12/04/2024,98588.0,95923.9,99000.0,94613.0,43.84K,2.82%
12/03/2024,95888.4,95838.6,96238.1,93676.0,35.82K,0.05%
12/02/2024,95842.8,97223.7,98036.0,94500.0,37.96K,-1.38%
12/01/2024,97185.2,96412.0,97791.6,95710.3,16.94K,0.83%
11/30/2024,96384.0,97445.8,97445.8,96105.5,14.51K,-1.09%
11/29/2024,97444.0,95668.0,98560.5,95411.1,27.69K,1.88%
11/28/2024,95644.0,95832.6,96514.6,94640.0,28.82K,-0.23%
11/27/2024,95863.1,91968.6,97183.5,91800.0,41.15K,4.21%
11/26/2024,91992.3,93154.5,94973.4,90849.1,57.88K,-1.14%
11/25/2024,93050.0,97933.2,98864.1,92883.1,50.84K,-4.99%
11/24/2024,97934.8,97636.0,98539.7,95765.6,31.20K,0.26%
11/23/2024,97684.0,98878.8,98883.7,97164.6,24.76K,-1.22%
11/22/2024,98892.0,98313.5,99547.2,97134.0,46.19K,0.53%
11/21/2024,98372.0,94288.0,98907.5,94040.0,69.21K,4.34%
11/20/2024,94284.0,92310.8,94794.9,91500.0,42.22K,2.26%
11/19/2024,92199.1,90485.0,93888.0,90370.8,43.64K,1.90%
11/18/2024,90480.0,89823.3,92536.0,89449.0,46.54K,0.75%
11/17/2024,89809.9,90590.5,91448.0,88752.0,23.87K,-0.79%
11/16/2024,90527.3,91108.2,91750.0,90060.0,22.72K,-0.55%
11/15/2024,91030.3,87268.0,91823.3,87119.6,47.93K,4.30%
11/14/2024,87278.1,90503.5,91731.5,86786.0,56.72K,-3.47%
11/13/2024,90411.8,87932.0,93129.4,86140.0,86.76K,2.80%
11/12/2024,87952.0,88737.5,89904.0,85086.0,97.30K,-0.77%
11/11/2024,88638.0,80367.9,89492.0,80227.1,82.34K,10.27%
11/10/2024,80383.7,76702.0,81396.8,76528.0,61.81K,4.83%
11/09/2024,76677.5,76492.0,76900.0,75753.3,16.94K,0.22%
11/08/2024,76509.8,75918.0,77172.0,75594.0,36.52K,0.86%
11/07/2024,75860.0,75604.0,76822.0,74454.5,44.87K,0.38%
11/06/2024,75572.0,69368.4,76390.0,69360.0,104.12K,8.93%
11/05/2024,69374.0,67820.0,70450.0,67482.0,33.35K,2.23%
11/04/2024,67863.6,68750.0,69490.0,66844.9,29.80K,-1.33%
11/03/2024,68780.0,69372.0,69383.0,67549.5,25.09K,-0.86%
11/02/2024,69374.8,69504.0,69896.0,69028.0,10.52K,-0.20%
11/01/2024,69510.9,70311.2,71585.0,68848.0,38.31K,-1.11%
10/31/2024,70292.0,72360.0,72692.7,69700.0,29.35K,-2.85%
10/30/2024,72351.9,72736.4,72866.7,71470.0,26.90K,-0.52%
10/29/2024,72728.0,70003.5,73567.1,69760.0,50.11K,3.95%
10/28/2024,69962.2,68021.7,70190.4,67621.2,29.05K,2.89%
10/27/2024,68000.0,67108.1,68300.4,66930.5,8.65K,1.35%
10/26/2024,67092.8,66780.0,67394.0,66466.0,11.84K,0.57%
10/25/2024,66714.0,68248.2,68761.9,65652.4,34.48K,-2.18%
10/24/2024,68198.3,66690.8,68831.8,66520.0,22.59K,2.29%
10/23/2024,66668.6,67424.0,67424.0,65260.0,25.53K,-1.14%
10/22/2024,67436.6,67377.5,67820.0,66609.5,24.60K,0.10%
10/21/2024,67369.3,69032.0,69456.2,66846.2,31.37K,-2.41%
10/20/2024,69032.0,68380.0,69380.0,68116.0,12.45K,0.97%
10/19/2024,68368.5,68428.0,68691.0,68034.0,8.19K,-0.08%
10/18/2024,68424.2,67385.5,68980.0,67192.4,28.73K,1.50%
10/17/2024,67410.0,67647.6,67934.0,66676.0,25.33K,-0.31%
10/16/2024,67620.0,67120.0,68392.0,66764.0,29.94K,0.80%
10/15/2024,67086.0,66098.0,67823.9,64832.5,43.68K,1.52%
10/14/2024,66084.0,62879.3,66458.0,62464.5,37.66K,5.11%
10/13/2024,62874.0,63236.0,63285.7,62050.0,11.91K,-0.53%
10/12/2024,63206.2,62530.0,63457.0,62487.2,11.04K,1.18%
10/11/2024,62467.8,60318.0,63344.0,60088.6,23.54K,3.56%
10/10/2024,60322.8,60640.0,61310.7,58972.0,23.98K,-0.52%
10/09/2024,60638.0,62152.0,62539.5,60368.0,20.00K,-2.45%
10/08/2024,62162.9,62256.0,63199.7,61906.0,19.71K,-0.10%
10/07/2024,62224.0,62822.0,64452.0,62178.9,25.97K,-0.95%
10/06/2024,62820.0,62080.0,62915.0,61822.0,8.91K,1.21%
10/05/2024,62066.8,62093.0,62363.6,61714.0,7.81K,-0.02%
10/04/2024,62080.0,60746.0,62468.8,60472.0,21.29K,2.19%
10/03/2024,60750.0,60636.0,61470.0,59950.5,26.22K,0.17%
10/02/2024,60644.3,60796.0,62314.0,60006.0,31.55K,-0.33%
10/01/2024,60845.2,63327.6,64130.3,60237.6,43.67K,-3.95%
09/30/2024,63348.0,65606.5,65606.5,62892.9,30.01K,-3.46%
09/29/2024,65615.2,65863.9,66056.0,65438.0,8.33K,-0.39%
09/28/2024,65869.1,65775.8,66230.0,65436.9,9.13K,0.14%
09/27/2024,65775.8,65166.5,66440.0,64839.9,22.05K,0.92%
09/26/2024,65174.0,63152.0,65762.0,62682.0,28.39K,3.19%
09/25/2024,63161.4,64279.0,64780.0,62960.0,17.83K,-1.70%
09/24/2024,64256.0,63350.0,64666.0,62751.0,23.18K,1.46%
09/23/2024,63328.9,63582.2,64705.9,62706.5,24.07K,-0.37%
09/22/2024,63564.4,63389.5,63994.0,62378.2,14.24K,0.34%
09/21/2024,63346.9,63196.0,63526.0,62790.1,8.37K,0.23%
09/20/2024,63201.1,62971.7,64080.0,62374.0,25.47K,0.44%
09/19/2024,62925.8,61720.1,63848.0,61620.0,34.42K,1.92%
09/18/2024,61740.0,60323.2,61740.0,59211.9,36.09K,2.39%
09/17/2024,60298.5,58200.0,61264.0,57641.6,33.11K,3.58%
09/16/2024,58214.0,59122.2,59200.1,57528.0,26.48K,-1.57%
09/15/2024,59140.0,59993.0,60380.0,58711.1,13.75K,-1.42%
09/14/2024,59993.0,60532.0,60600.6,59468.0,12.18K,-0.83%
09/13/2024,60497.5,58141.1,60621.9,57655.8,29.82K,4.07%
09/12/2024,58132.0,57324.0,58446.0,57324.0,31.08K,1.40%
09/11/2024,57332.0,57666.0,57970.7,55583.2,33.03K,-0.52%
09/10/2024,57634.0,57014.0,58022.0,56416.0,23.62K,1.03%
09/09/2024,57048.0,54871.0,57953.6,54592.5,32.39K,4.00%
09/08/2024,54856.0,54180.0,55267.0,53640.0,16.27K,1.30%
09/07/2024,54153.1,53946.0,54810.0,53750.5,16.69K,0.35%
09/06/2024,53965.0,56194.4,56969.0,52684.0,54.45K,-3.94%
09/05/2024,56180.0,58006.0,58327.1,55668.0,27.81K,-3.09%
09/04/2024,57970.9,57499.1,58514.0,55827.2,35.57K,0.85%
09/03/2024,57481.0,59145.0,59785.0,57448.0,22.82K,-2.79%
09/02/2024,59132.1,57296.0,59410.5,57210.0,22.89K,3.17%
09/01/2024,57316.0,58967.0,59055.4,57247.0,20.70K,-2.81%
08/31/2024,58974.0,59123.0,59445.0,58752.0,8.82K,-0.24%
08/30/2024,59115.0,59363.1,59862.0,57900.4,28.52K,-0.45%
