Date,Price,Open,High,Low,Vol.,Change %
06/13/2025,2578.83,2642.01,2643.99,2447.48,1.20M,-2.45%
06/12/2025,2643.65,2771.72,2784.47,2621.69,699.47K,-4.63%
06/11/2025,2772.08,2816.41,2877.99,2745.81,850.40K,-1.56%
06/10/2025,2815.90,2679.90,2825.91,2657.34,1.14M,5.07%
06/09/2025,2680.14,2509.29,2693.53,2477.82,568.69K,6.79%
06/08/2025,2509.83,2524.63,2545.71,2492.10,266.47K,-0.59%
06/07/2025,2524.64,2476.10,2542.00,2457.00,264.81K,1.99%
06/06/2025,2475.30,2414.02,2528.83,2385.60,578.83K,2.54%
06/05/2025,2414.10,2607.68,2640.47,2393.70,808.94K,-7.41%
06/04/2025,2607.32,2592.99,2675.29,2583.82,502.48K,0.55%
06/03/2025,2593.10,2607.74,2651.67,2580.98,454.40K,-0.53%
06/02/2025,2606.84,2537.50,2614.73,2476.49,469.07K,2.73%
06/01/2025,2537.51,2528.05,2546.99,2471.14,331.75K,0.37%
05/31/2025,2528.05,2529.79,2550.14,2486.17,394.54K,-0.13%
05/30/2025,2531.39,2631.96,2648.70,2509.43,763.05K,-3.79%
05/29/2025,2631.20,2680.90,2784.26,2621.90,811.56K,-1.87%
05/28/2025,2681.31,2660.31,2688.69,2609.20,560.07K,0.77%
05/27/2025,2660.80,2563.99,2711.82,2512.14,798.44K,3.78%
05/26/2025,2563.89,2550.55,2596.90,2529.79,362.97K,0.50%
05/25/2025,2551.23,2529.41,2554.00,2467.82,360.05K,0.87%
05/24/2025,2529.31,2525.28,2575.67,2515.51,257.38K,0.11%
05/23/2025,2526.50,2664.50,2732.05,2503.08,971.43K,-5.19%
05/22/2025,2664.69,2552.06,2692.50,2545.67,852.56K,4.44%
05/21/2025,2551.41,2524.47,2614.77,2453.19,1.10M,1.09%
05/20/2025,2523.84,2528.29,2587.39,2446.21,677.11K,-0.18%
05/19/2025,2528.30,2499.90,2543.32,2352.50,862.05K,1.18%
05/18/2025,2498.89,2475.71,2585.11,2341.52,810.06K,0.96%
05/17/2025,2475.08,2536.10,2536.58,2449.76,494.71K,-2.45%
05/16/2025,2537.16,2548.81,2647.07,2531.52,606.05K,-0.43%
05/15/2025,2548.24,2609.74,2644.71,2480.46,768.85K,-2.36%
05/14/2025,2609.71,2679.55,2719.26,2549.05,830.10K,-2.62%
05/13/2025,2680.04,2495.06,2734.25,2418.52,1.03M,7.39%
05/12/2025,2495.68,2514.58,2621.10,2413.49,1.07M,-0.78%
05/11/2025,2515.32,2582.21,2594.80,2440.48,831.64K,-2.66%
05/10/2025,2583.93,2345.31,2597.67,2321.31,979.44K,10.18%
05/09/2025,2345.27,2207.14,2486.01,2185.36,1.67M,6.20%
05/08/2025,2208.38,1811.00,2225.00,1809.04,1.47M,21.93%
05/07/2025,1811.20,1817.51,1849.10,1788.84,456.15K,-0.30%
05/06/2025,1816.63,1820.06,1820.41,1754.30,384.73K,-0.20%
05/05/2025,1820.31,1808.87,1831.98,1783.48,342.15K,0.63%
05/04/2025,1808.86,1833.52,1849.67,1803.79,238.26K,-1.37%
05/03/2025,1833.96,1842.20,1848.21,1812.61,213.75K,-0.44%
05/02/2025,1842.03,1838.11,1870.04,1813.43,410.68K,0.20%
05/01/2025,1838.38,1793.62,1872.79,1792.52,537.21K,2.50%
04/30/2025,1793.58,1798.06,1816.40,1736.20,473.56K,-0.27%
04/29/2025,1798.40,1799.99,1842.08,1781.31,480.43K,-0.05%
04/28/2025,1799.28,1791.28,1826.46,1748.47,587.26K,0.44%
04/27/2025,1791.45,1820.94,1854.61,1785.04,340.34K,-1.61%
04/26/2025,1820.68,1785.31,1835.72,1779.60,355.25K,2.03%
04/25/2025,1784.45,1768.41,1825.79,1739.30,595.61K,0.84%
04/24/2025,1769.64,1794.44,1802.51,1725.57,483.46K,-1.42%
04/23/2025,1795.08,1756.90,1831.20,1745.56,887.61K,2.21%
04/22/2025,1756.24,1579.15,1766.55,1545.19,1.10M,11.18%
04/21/2025,1579.57,1587.96,1655.87,1566.22,691.49K,-0.49%
04/20/2025,1587.29,1613.02,1619.05,1566.80,276.14K,-1.61%
04/19/2025,1613.31,1588.88,1627.61,1585.12,223.08K,1.56%
04/18/2025,1588.60,1583.48,1600.63,1573.75,200.41K,0.31%
04/17/2025,1583.63,1576.71,1616.11,1563.75,449.87K,0.41%
04/16/2025,1577.15,1586.97,1612.02,1538.58,611.39K,-0.73%
04/15/2025,1588.78,1623.85,1660.41,1584.73,476.18K,-2.15%
04/14/2025,1623.77,1597.21,1690.52,1596.08,645.93K,1.62%
04/13/2025,1597.88,1645.19,1648.45,1566.74,580.14K,-2.81%
04/12/2025,1644.11,1567.14,1666.46,1546.67,501.86K,4.93%
04/11/2025,1566.86,1521.96,1587.89,1507.50,578.49K,2.94%
04/10/2025,1522.11,1668.57,1668.80,1474.94,912.58K,-8.82%
04/09/2025,1669.39,1474.20,1685.55,1388.21,1.97M,13.30%
04/08/2025,1473.39,1552.05,1618.54,1450.48,891.85K,-5.13%
04/07/2025,1553.05,1579.90,1633.07,1422.88,2.17M,-1.75%
04/06/2025,1580.69,1807.13,1816.34,1538.52,979.85K,-12.47%
04/05/2025,1805.88,1816.98,1827.28,1766.70,201.72K,-0.61%
04/04/2025,1817.04,1816.02,1835.44,1760.63,572.74K,0.01%
04/03/2025,1816.85,1795.40,1843.96,1752.64,508.07K,1.18%
04/02/2025,1795.68,1904.76,1953.71,1783.00,750.79K,-5.74%
04/01/2025,1904.97,1822.43,1925.76,1818.01,453.00K,4.56%
03/31/2025,1821.92,1808.07,1851.52,1778.43,497.91K,0.83%
03/30/2025,1806.92,1828.13,1849.00,1773.34,327.81K,-1.14%
03/29/2025,1827.69,1896.90,1912.80,1801.44,409.77K,-3.64%
03/28/2025,1896.64,2003.78,2015.92,1864.54,626.13K,-5.34%
03/27/2025,2003.63,2009.52,2036.77,1988.00,360.62K,-0.29%
03/26/2025,2009.53,2066.15,2078.20,1982.57,428.97K,-2.74%
03/25/2025,2066.15,2080.51,2094.95,2038.51,328.82K,-0.72%
03/24/2025,2081.20,2003.90,2101.30,1978.43,477.92K,3.75%
03/23/2025,2005.93,1980.28,2019.69,1977.01,268.66K,1.27%
03/22/2025,1980.78,1964.60,2005.80,1964.60,170.78K,0.77%
03/21/2025,1965.74,1983.23,1996.72,1938.49,262.65K,-0.92%
03/20/2025,1983.90,2057.25,2066.34,1952.86,401.51K,-3.51%
03/19/2025,2056.05,1932.30,2069.40,1927.70,691.81K,6.44%
03/18/2025,1931.72,1926.90,1934.56,1873.21,332.89K,0.28%
03/17/2025,1926.30,1887.19,1951.98,1880.50,334.85K,2.08%
03/16/2025,1887.01,1937.63,1940.61,1863.35,324.77K,-2.59%
03/15/2025,1937.17,1912.18,1954.52,1904.29,209.55K,1.34%
03/14/2025,1911.64,1863.70,1945.24,1861.62,375.82K,2.52%
03/13/2025,1864.59,1908.82,1916.32,1823.65,569.53K,-2.29%
03/12/2025,1908.20,1922.52,1955.55,1833.66,788.75K,-0.78%
03/11/2025,1923.24,1865.47,1961.16,1767.05,1.17M,3.12%
03/10/2025,1865.02,2021.83,2144.69,1820.52,1.25M,-7.66%
03/09/2025,2019.82,2202.81,2211.44,1993.90,601.66K,-8.34%
03/08/2025,2203.58,2141.03,2232.27,2106.79,328.79K,2.90%
03/07/2025,2141.53,2202.20,2248.72,2105.40,782.36K,-2.76%
03/06/2025,2202.38,2241.12,2319.80,2177.63,596.91K,-1.75%
03/05/2025,2241.60,2170.49,2272.71,2156.19,687.13K,3.29%
03/04/2025,2170.20,2147.63,2221.71,2001.16,1.26M,0.99%
03/03/2025,2149.01,2522.92,2522.92,2099.58,1.11M,-14.66%
03/02/2025,2518.10,2217.39,2546.36,2179.80,1.27M,13.56%
03/01/2025,2217.41,2237.63,2280.29,2144.56,446.43K,-0.87%
02/28/2025,2236.81,2307.85,2312.62,2078.11,1.29M,-3.05%
02/27/2025,2307.24,2339.60,2379.91,2232.23,637.64K,-1.31%
02/26/2025,2337.95,2495.70,2507.10,2258.27,862.99K,-6.33%
02/25/2025,2495.98,2512.48,2533.08,2339.50,1.32M,-0.58%
02/24/2025,2510.59,2820.60,2838.20,2492.10,876.45K,-10.96%
02/23/2025,2819.72,2763.48,2837.86,2745.94,610.90K,2.04%
02/22/2025,2763.22,2661.00,2795.30,2654.73,445.09K,3.79%
02/21/2025,2662.32,2739.90,2841.54,2618.86,890.32K,-2.77%
02/20/2025,2738.04,2715.02,2767.27,2707.47,336.75K,0.81%
02/19/2025,2716.09,2671.99,2735.97,2657.11,326.46K,1.67%
02/18/2025,2671.35,2744.60,2754.40,2610.55,604.53K,-2.63%
02/17/2025,2743.42,2659.58,2845.98,2647.40,639.70K,3.02%
02/16/2025,2662.87,2692.47,2724.25,2656.70,191.22K,-1.12%
02/15/2025,2693.04,2725.48,2738.09,2675.49,202.98K,-1.19%
02/14/2025,2725.51,2676.18,2789.35,2665.34,419.95K,1.88%
02/13/2025,2675.19,2736.91,2756.22,2617.53,443.83K,-2.29%
02/12/2025,2737.87,2602.21,2789.59,2553.51,646.29K,5.18%
02/11/2025,2603.09,2665.03,2724.48,2580.17,484.19K,-2.18%
02/10/2025,2660.98,2630.00,2691.51,2563.31,398.17K,1.25%
02/09/2025,2628.13,2635.11,2681.92,2535.09,387.01K,-0.13%
02/08/2025,2631.51,2619.00,2666.99,2590.01,379.74K,0.34%
02/07/2025,2622.68,2685.50,2797.10,2564.78,695.50K,-2.44%
02/06/2025,2688.20,2791.74,2854.18,2666.73,719.52K,-3.50%
02/05/2025,2785.58,2729.39,2822.49,2702.48,686.56K,1.97%
02/04/2025,2731.75,2878.99,2885.00,2635.91,1.26M,-5.21%
02/03/2025,2882.03,2868.73,2904.40,2262.30,2.81M,0.42%
02/02/2025,2869.98,3116.31,3163.00,2789.60,1.05M,-7.99%
02/01/2025,3119.17,3299.19,3331.32,3103.00,354.41K,-5.44%
01/31/2025,3298.55,3247.35,3434.05,3214.11,648.66K,1.58%
01/30/2025,3247.20,3113.99,3281.85,3093.25,350.68K,4.30%
01/29/2025,3113.21,3078.87,3171.08,3055.50,409.86K,1.15%
01/28/2025,3077.71,3182.78,3223.00,3041.03,350.96K,-3.19%
01/27/2025,3179.10,3225.02,3252.94,3030.82,755.07K,-1.70%
01/26/2025,3234.15,3320.34,3359.10,3234.01,272.06K,-2.53%
01/25/2025,3318.15,3303.52,3350.20,3272.36,208.73K,0.22%
01/24/2025,3311.03,3342.12,3423.80,3276.29,451.53K,-0.82%
01/23/2025,3338.40,3239.00,3344.32,3189.50,605.53K,2.95%
01/22/2025,3242.60,3327.00,3365.61,3223.06,349.24K,-2.55%
01/21/2025,3327.54,3285.88,3364.92,3204.61,548.78K,1.37%
01/20/2025,3282.69,3210.15,3449.60,3150.69,1.16M,2.05%
01/19/2025,3216.85,3304.78,3445.63,3133.42,1.34M,-2.78%
01/18/2025,3308.70,3476.87,3493.50,3233.79,634.34K,-4.73%
01/17/2025,3472.90,3308.05,3525.21,3308.05,518.50K,5.02%
01/16/2025,3306.98,3451.70,3459.99,3267.32,471.26K,-4.17%
01/15/2025,3450.81,3227.30,3469.62,3187.63,464.16K,7.04%
01/14/2025,3223.95,3136.91,3254.06,3127.17,374.32K,2.75%
01/13/2025,3137.60,3267.45,3337.89,2943.46,845.96K,-3.97%
01/12/2025,3267.30,3283.78,3299.57,3225.00,164.80K,-0.47%
01/11/2025,3282.83,3266.31,3319.32,3218.80,151.68K,0.48%
01/10/2025,3267.04,3223.61,3320.99,3197.91,454.18K,1.52%
01/09/2025,3218.05,3325.53,3356.66,3160.60,501.80K,-3.28%
01/08/2025,3327.01,3385.48,3414.85,3218.30,584.81K,-1.58%
01/07/2025,3380.44,3684.00,3700.67,3358.95,541.55K,-8.33%
01/06/2025,3687.73,3638.58,3742.05,3611.01,329.63K,1.45%
01/05/2025,3634.99,3656.88,3672.24,3596.53,155.69K,-0.58%
01/04/2025,3656.02,3609.51,3669.59,3575.02,229.16K,1.31%
01/03/2025,3608.78,3455.23,3626.00,3424.79,334.01K,4.45%
01/02/2025,3455.13,3360.60,3494.62,3355.52,338.64K,2.83%
01/01/2025,3360.04,3336.14,3373.00,3315.72,190.21K,0.68%
12/31/2024,3337.43,3361.70,3449.15,3317.12,303.12K,-0.71%
12/30/2024,3361.41,3354.01,3437.12,3305.57,420.76K,0.17%
12/29/2024,3355.67,3406.53,3412.40,3327.25,156.22K,-1.44%
12/28/2024,3404.65,3333.87,3427.77,3322.30,175.99K,2.11%
12/27/2024,3334.20,3334.42,3439.10,3308.68,342.63K,-0.05%
12/26/2024,3335.92,3497.20,3512.64,3304.88,310.14K,-4.60%
12/25/2024,3496.59,3490.78,3546.50,3442.66,219.93K,0.09%
12/24/2024,3493.29,3420.03,3539.52,3359.78,315.48K,2.09%
12/23/2024,3421.92,3282.64,3463.52,3220.24,488.20K,4.28%
12/22/2024,3281.56,3337.88,3401.89,3223.32,361.96K,-1.71%
12/21/2024,3338.56,3470.50,3555.18,3294.13,475.29K,-3.90%
12/20/2024,3474.20,3418.72,3496.32,3103.74,1.33M,1.62%
12/19/2024,3418.88,3632.02,3719.54,3337.17,1.08M,-5.76%
12/18/2024,3627.80,3894.85,3902.36,3620.60,722.05K,-6.81%
12/17/2024,3892.80,3987.61,4040.79,3851.36,450.66K,-2.36%
12/16/2024,3987.04,3960.00,4102.92,3885.99,673.41K,0.68%
12/15/2024,3960.00,3867.39,3973.52,3832.00,253.82K,2.29%
12/14/2024,3871.19,3909.37,3942.99,3828.23,265.57K,-0.91%
12/13/2024,3906.81,3881.69,3966.55,3853.79,387.76K,0.65%
12/12/2024,3881.61,3831.81,3985.39,3797.60,572.14K,1.31%
12/11/2024,3831.49,3630.79,3848.09,3564.80,461.81K,5.58%
12/10/2024,3629.00,3711.63,3778.62,3521.81,942.26K,-2.42%
12/09/2024,3719.10,4005.00,4005.00,3550.50,939.65K,-7.09%
12/08/2024,4002.82,3998.99,4015.19,3924.72,251.18K,0.17%
12/07/2024,3996.22,4000.00,4024.00,3969.34,283.95K,-0.07%
12/06/2024,3998.87,3789.68,4084.99,3780.60,803.85K,5.65%
12/05/2024,3785.10,3837.01,3950.20,3696.01,946.48K,-1.33%
12/04/2024,3836.01,3617.68,3885.59,3616.20,968.74K,6.11%
12/03/2024,3615.01,3643.07,3669.34,3510.60,678.40K,-0.78%
12/02/2024,3643.49,3712.99,3756.40,3561.78,737.15K,-1.73%
12/01/2024,3707.80,3703.60,3743.82,3660.79,429.06K,0.14%
11/30/2024,3702.78,3591.73,3733.17,3573.00,503.68K,3.08%
11/29/2024,3592.04,3582.35,3642.94,3538.99,425.50K,0.38%
11/28/2024,3578.34,3653.20,3661.31,3530.70,561.02K,-2.06%
11/27/2024,3653.79,3323.85,3684.66,3303.79,754.03K,9.84%
11/26/2024,3326.42,3417.90,3460.29,3254.47,672.46K,-2.51%
11/25/2024,3412.00,3360.57,3544.64,3301.61,949.33K,1.50%
11/24/2024,3361.56,3392.05,3448.61,3285.33,479.05K,-0.96%
11/23/2024,3394.01,3327.77,3495.03,3317.00,721.09K,1.99%
11/22/2024,3327.78,3355.36,3424.45,3261.15,603.25K,-0.85%
11/21/2024,3356.41,3069.96,3386.47,3034.34,974.88K,9.34%
11/20/2024,3069.70,3106.85,3158.30,3031.00,503.59K,-1.17%
11/19/2024,3105.96,3213.01,3219.69,3066.31,500.17K,-3.17%
11/18/2024,3207.50,3072.60,3220.60,3052.17,640.63K,4.30%
11/17/2024,3075.35,3133.27,3160.09,3037.37,449.86K,-1.81%
11/16/2024,3132.01,3089.13,3215.95,3072.91,423.61K,1.38%
11/15/2024,3089.44,3056.62,3128.50,3015.75,519.69K,1.03%
11/14/2024,3058.05,3188.35,3238.40,3038.57,605.72K,-4.05%
11/13/2024,3187.00,3244.60,3326.57,3117.82,919.70K,-1.70%
11/12/2024,3242.21,3374.16,3440.00,3209.12,973.09K,-3.85%
11/11/2024,3372.20,3182.99,3384.62,3107.60,1.00M,5.84%
11/10/2024,3186.01,3126.21,3247.62,3076.65,865.54K,1.86%
11/09/2024,3127.73,2961.31,3153.35,2954.56,526.42K,5.61%
11/08/2024,2961.67,2896.11,2981.55,2887.19,568.87K,2.33%
11/07/2024,2894.11,2719.39,2914.90,2700.01,730.98K,6.33%
11/06/2024,2721.86,2422.49,2740.39,2422.02,1.00M,12.36%
11/05/2024,2422.47,2397.30,2478.69,2380.75,331.52K,0.98%
11/04/2024,2398.93,2457.01,2490.15,2362.88,306.32K,-2.39%
11/03/2024,2457.72,2494.21,2496.34,2411.71,276.13K,-1.39%
11/02/2024,2492.40,2512.33,2523.45,2472.09,145.88K,-0.78%
11/01/2024,2511.92,2518.44,2584.16,2471.50,430.21K,-0.29%
10/31/2024,2519.13,2659.49,2668.37,2506.61,403.42K,-5.25%
10/30/2024,2658.58,2638.79,2719.91,2600.60,460.63K,0.76%
10/29/2024,2638.60,2567.90,2679.57,2561.31,451.87K,2.77%
10/28/2024,2567.41,2507.81,2587.60,2473.10,360.63K,2.40%
10/27/2024,2507.34,2482.51,2525.39,2465.70,137.26K,1.00%
10/26/2024,2482.50,2445.47,2506.42,2430.73,249.60K,1.69%
10/25/2024,2441.15,2537.60,2564.09,2387.00,514.66K,-3.73%
10/24/2024,2535.82,2524.30,2561.81,2509.01,290.85K,0.44%
10/23/2024,2524.60,2625.55,2625.55,2463.69,352.65K,-3.75%
10/22/2024,2622.94,2666.70,2671.34,2607.57,265.74K,-1.64%
10/21/2024,2666.71,2747.03,2766.09,2656.61,310.72K,-2.93%
10/20/2024,2747.32,2648.90,2757.57,2635.79,257.07K,3.78%
10/19/2024,2647.34,2641.95,2662.61,2631.20,105.24K,0.21%
10/18/2024,2641.71,2603.60,2675.23,2596.72,292.46K,1.39%
10/17/2024,2605.59,2613.99,2647.10,2578.04,221.62K,-0.21%
10/16/2024,2611.11,2607.66,2645.39,2589.74,260.32K,0.13%
10/15/2024,2607.79,2631.24,2681.64,2540.19,416.27K,-0.87%
10/14/2024,2630.59,2469.09,2651.31,2444.56,435.92K,6.55%
10/13/2024,2468.92,2477.54,2484.10,2437.40,120.05K,-0.30%
10/12/2024,2476.44,2438.95,2489.50,2434.36,139.64K,1.64%
10/11/2024,2436.54,2385.11,2470.58,2382.24,235.23K,2.14%
10/10/2024,2385.48,2370.84,2417.71,2333.01,257.91K,0.65%
10/09/2024,2370.02,2441.59,2472.00,2355.19,242.07K,-2.90%
10/08/2024,2440.89,2422.71,2461.83,2403.23,201.37K,0.75%
10/07/2024,2422.65,2440.06,2520.01,2407.01,300.39K,-0.72%
10/06/2024,2440.21,2415.46,2455.87,2407.13,105.77K,1.04%
10/05/2024,2415.00,2414.41,2427.29,2390.06,103.73K,0.02%
10/04/2024,2414.41,2349.91,2440.70,2339.92,239.39K,2.76%
10/03/2024,2349.61,2364.11,2402.61,2311.65,314.64K,-0.68%
10/02/2024,2365.60,2446.37,2498.64,2355.11,317.49K,-3.43%
10/01/2024,2449.59,2602.23,2656.69,2422.10,502.87K,-5.91%
09/30/2024,2603.52,2658.21,2661.60,2579.29,282.42K,-2.04%
09/29/2024,2657.61,2676.34,2683.69,2634.65,160.55K,-0.68%
09/28/2024,2675.70,2694.87,2703.75,2651.37,137.25K,-0.70%
09/27/2024,2694.48,2631.66,2726.62,2615.92,281.90K,2.37%
09/26/2024,2632.01,2579.01,2664.98,2560.45,278.65K,2.00%
09/25/2024,2580.31,2652.87,2672.00,2557.87,220.35K,-2.72%
09/24/2024,2652.37,2648.16,2669.17,2592.99,288.58K,0.18%
09/23/2024,2647.60,2579.79,2701.54,2544.89,333.27K,2.58%
09/22/2024,2580.99,2613.27,2631.28,2527.75,214.27K,-1.23%
09/21/2024,2613.15,2562.48,2619.74,2530.09,154.80K,2.02%
09/20/2024,2561.40,2466.36,2570.48,2438.99,340.75K,3.93%
09/19/2024,2464.47,2375.00,2491.51,2373.31,326.81K,3.90%
09/18/2024,2372.02,2339.53,2372.02,2279.09,292.33K,1.29%
09/17/2024,2341.77,2294.77,2392.39,2264.55,274.21K,2.01%
09/16/2024,2295.67,2314.15,2334.19,2254.43,330.59K,-0.92%
09/15/2024,2317.10,2418.19,2428.61,2295.26,174.22K,-4.15%
09/14/2024,2417.54,2438.65,2440.35,2384.43,123.16K,-0.89%
09/13/2024,2439.20,2361.73,2459.28,2337.80,253.89K,3.28%
09/12/2024,2361.76,2339.90,2387.39,2316.36,202.64K,0.92%
09/11/2024,2340.20,2388.40,2388.40,2278.77,282.93K,-1.99%
09/10/2024,2387.79,2358.59,2396.91,2324.00,224.39K,1.19%
09/09/2024,2359.63,2297.00,2377.63,2274.40,321.72K,2.76%
09/08/2024,2296.15,2273.71,2332.33,2243.26,192.68K,0.99%
09/07/2024,2273.58,2225.95,2310.54,2222.80,219.45K,2.15%
09/06/2024,2225.63,2368.80,2407.29,2151.55,642.98K,-6.06%
09/05/2024,2369.14,2451.43,2465.65,2351.60,278.59K,-3.33%
09/04/2024,2450.71,2426.60,2488.75,2318.34,384.20K,1.14%
09/03/2024,2423.11,2538.33,2551.76,2419.75,224.61K,-4.53%
09/02/2024,2538.15,2427.14,2560.51,2425.62,262.63K,4.56%
09/01/2024,2427.40,2513.01,2515.79,2403.65,223.11K,-3.43%
08/31/2024,2513.60,2526.39,2532.96,2493.87,97.91K,-0.47%
08/30/2024,2525.48,2526.20,2540.80,2437.08,338.41K,-0.13%
08/29/2024,2528.71,2528.87,2594.59,2509.60,236.98K,0.04%
08/28/2024,2527.60,2456.11,2553.00,2421.62,451.36K,2.84%
08/27/2024,2457.88,2680.21,2699.73,2395.19,412.60K,-8.29%
08/26/2024,2680.16,2746.12,2761.65,2668.68,211.92K,-2.48%
08/25/2024,2748.28,2767.87,2792.09,2734.80,154.39K,-0.74%
08/24/2024,2768.89,2762.80,2818.20,2735.85,263.50K,0.21%
08/23/2024,2762.97,2623.75,2794.80,2622.01,401.67K,5.34%
08/22/2024,2622.89,2631.40,2644.17,2587.38,199.06K,-0.30%
08/21/2024,2630.70,2573.87,2658.99,2541.79,245.31K,2.26%
08/20/2024,2572.45,2638.39,2692.61,2557.87,281.33K,-2.45%
08/19/2024,2637.09,2611.22,2647.60,2565.15,224.90K,0.96%
08/18/2024,2612.07,2614.53,2682.00,2596.78,174.01K,-0.09%
08/17/2024,2614.32,2592.68,2626.61,2588.30,89.36K,0.85%
08/16/2024,2592.40,2569.90,2627.41,2552.90,270.83K,0.90%
08/15/2024,2569.39,2662.40,2675.15,2525.11,356.40K,-3.52%
08/14/2024,2663.00,2702.86,2761.71,2635.90,338.82K,-1.46%
08/13/2024,2702.44,2720.19,2737.49,2612.80,325.67K,-0.74%
08/12/2024,2722.60,2555.00,2747.27,2518.40,483.39K,6.62%
08/11/2024,2553.49,2609.92,2713.55,2546.00,297.10K,-2.18%
08/10/2024,2610.29,2598.78,2640.29,2579.83,170.99K,0.44%
08/09/2024,2598.85,2682.13,2703.76,2556.88,407.52K,-3.17%
08/08/2024,2683.80,2338.48,2716.33,2322.95,585.85K,14.56%
08/07/2024,2342.80,2461.87,2550.38,2311.81,630.10K,-4.84%
08/06/2024,2461.86,2419.42,2548.20,2419.42,642.24K,1.91%
08/05/2024,2415.80,2692.25,2696.88,2166.41,2.67M,-10.14%
08/04/2024,2688.48,2902.91,2931.21,2638.92,511.99K,-7.44%
08/03/2024,2904.64,2985.65,3017.52,2863.50,344.34K,-2.87%
08/02/2024,2990.32,3203.31,3217.30,2967.31,385.83K,-6.70%
08/01/2024,3204.97,3232.03,3242.01,3082.02,323.23K,-0.83%
07/31/2024,3231.71,3279.54,3348.60,3216.40,233.69K,-1.44%
07/30/2024,3278.89,3320.20,3366.00,3237.57,197.29K,-1.18%
07/29/2024,3318.13,3270.94,3396.64,3260.59,318.46K,1.47%
07/28/2024,3270.16,3248.80,3282.49,3201.61,103.53K,0.72%
07/27/2024,3246.82,3274.63,3326.80,3199.83,231.98K,-0.86%
07/26/2024,3275.06,3174.90,3285.71,3173.00,260.24K,3.14%
07/25/2024,3175.47,3336.08,3342.00,3088.93,494.29K,-4.79%
07/24/2024,3335.11,3482.51,3487.00,3311.63,275.47K,-4.23%
07/23/2024,3482.51,3439.52,3537.86,3396.68,500.60K,1.24%
07/22/2024,3439.99,3536.40,3559.60,3424.79,207.82K,-2.70%
07/21/2024,3535.49,3518.99,3544.64,3415.67,218.98K,0.53%
07/20/2024,3517.01,3505.29,3538.21,3480.00,147.41K,0.36%
07/19/2024,3504.45,3425.62,3539.40,3377.86,299.51K,2.29%
07/18/2024,3425.89,3389.78,3489.45,3374.60,241.99K,1.12%
07/17/2024,3387.80,3444.96,3514.60,3378.58,297.82K,-1.60%
07/16/2024,3442.95,3483.39,3494.49,3347.78,376.17K,-1.20%
07/15/2024,3484.73,3245.99,3490.81,3233.69,314.20K,7.44%
07/14/2024,3243.40,3176.40,3265.73,3165.30,165.29K,2.15%
07/13/2024,3174.99,3134.08,3200.00,3113.38,119.26K,1.33%
07/12/2024,3133.22,3101.41,3157.41,3048.54,185.75K,1.08%
07/11/2024,3099.80,3099.60,3214.00,3057.59,289.23K,-0.04%
07/10/2024,3101.11,3066.17,3149.76,3026.33,270.83K,1.18%
07/09/2024,3064.94,3017.01,3108.71,3004.55,280.36K,1.50%
07/08/2024,3019.60,2932.16,3083.99,2825.98,500.48K,3.06%
07/07/2024,2930.08,3067.60,3072.19,2923.28,179.83K,-4.52%
07/06/2024,3068.81,2980.82,3080.08,2955.53,214.47K,2.94%
07/05/2024,2981.23,3057.30,3108.73,2822.15,887.16K,-2.50%
07/04/2024,3057.66,3299.40,3313.21,3051.85,450.24K,-7.20%
07/03/2024,3295.01,3421.70,3432.09,3256.63,310.43K,-3.70%
07/02/2024,3421.70,3443.16,3463.92,3403.01,137.80K,-0.61%
07/01/2024,3442.69,3439.79,3522.02,3426.67,224.26K,0.14%
06/30/2024,3437.81,3378.33,3459.10,3356.73,141.20K,1.75%
06/29/2024,3378.59,3382.14,3408.32,3374.80,88.32K,-0.05%
06/28/2024,3380.14,3450.09,3487.03,3369.68,221.63K,-2.04%
06/27/2024,3450.44,3372.00,3472.60,3364.00,201.09K,2.37%
06/26/2024,3370.61,3394.90,3424.69,3328.48,206.90K,-0.72%
06/25/2024,3395.00,3351.31,3425.01,3337.16,240.15K,1.28%
06/24/2024,3352.21,3418.98,3433.21,3245.99,543.32K,-2.00%
06/23/2024,3420.73,3496.07,3520.18,3410.21,133.35K,-2.15%
06/22/2024,3495.85,3519.48,3520.79,3476.00,115.79K,-0.63%
06/21/2024,3517.92,3513.59,3543.06,3447.55,342.16K,0.14%
06/20/2024,3512.87,3560.59,3624.42,3486.66,329.14K,-1.36%
06/19/2024,3561.32,3485.07,3585.77,3466.80,321.51K,2.20%
06/18/2024,3484.60,3512.40,3515.81,3373.00,449.90K,-0.77%
06/17/2024,3511.47,3625.44,3637.00,3470.79,337.81K,-3.14%
06/16/2024,3625.14,3568.00,3650.01,3541.47,149.82K,1.58%
06/15/2024,3568.75,3483.82,3592.87,3474.30,246.64K,2.50%
06/14/2024,3481.79,3469.20,3530.93,3368.18,322.32K,0.33%
06/13/2024,3470.20,3560.07,3561.20,3433.00,300.24K,-2.52%
06/12/2024,3559.94,3497.30,3652.90,3464.20,387.05K,1.77%
06/11/2024,3498.00,3666.06,3672.99,3433.02,439.57K,-4.63%
06/10/2024,3667.86,3705.86,3711.90,3650.39,156.34K,-1.04%
06/09/2024,3706.32,3681.31,3718.96,3668.45,103.45K,0.67%
06/08/2024,3681.57,3677.01,3709.41,3670.29,140.58K,0.09%
06/07/2024,3678.31,3812.70,3840.90,3607.76,362.22K,-3.53%
